id,source,formula,weight,uid,title,specimen_name,unit,cluster_membership
bir1tb272.tab,PDS,,,,RELAB Spectrum ID bir1tb272,"MIL 99301,36 <125 um",nm,1.0
bir1tb278.tab,PDS,,,,RELAB Spectrum ID bir1tb278,"RKP 80256,22 <125 um",nm,1.0
bir1tb280.tab,PDS,,,,RELAB Spectrum ID bir1tb280,Aleppo <10 um,nm,1.0
bir1tb281.tab,PDS,,,,RELAB Spectrum ID bir1tb281,Andover <10 um,nm,1.0
bir1tb282.tab,PDS,,,,RELAB Spectrum ID bir1tb282,Andura <10 um,nm,1.0
bir1tb284.tab,PDS,,,,RELAB Spectrum ID bir1tb284,Bald Mountain <10 um,nm,1.0
bir1tb285.tab,PDS,,,,RELAB Spectrum ID bir1tb285,Bali <10 um,nm,1.0
bir1tb288.tab,PDS,,,,RELAB Spectrum ID bir1tb288,Bishunpur <10 um,nm,1.0
bir1tb291.tab,PDS,,,,RELAB Spectrum ID bir1tb291,Burnwell <10 um,nm,1.0
bir1tb293.tab,PDS,,,,RELAB Spectrum ID bir1tb293,Chiang Khan <10 um,nm,1.0
bir1tb296.tab,PDS,,,,RELAB Spectrum ID bir1tb296,Cilimus <10 um,nm,1.0
bir1tb298.tab,PDS,,,,RELAB Spectrum ID bir1tb298,Cranganore <10 um,nm,1.0
bir1tb299.tab,PDS,,,,RELAB Spectrum ID bir1tb299,Denver <10 um,nm,1.0
bir1tb300.tab,PDS,,,,RELAB Spectrum ID bir1tb300,Dhajala <10 um,nm,1.0
bir1tb302.tab,PDS,,,,RELAB Spectrum ID bir1tb302,Ehole <10 um,nm,1.0
bir1tb303.tab,PDS,,,,RELAB Spectrum ID bir1tb303,Ensisheim <10 um,nm,1.0
bir1tb304.tab,PDS,,,,RELAB Spectrum ID bir1tb304,Farmville <10 um,nm,1.0
bir1tb305.tab,PDS,,,,RELAB Spectrum ID bir1tb305,Girgenti <10 um,nm,1.0
bir1tb306.tab,PDS,,,,RELAB Spectrum ID bir1tb306,Guarena <10 um,nm,1.0
bir1tb308.tab,PDS,,,,RELAB Spectrum ID bir1tb308,Hedjaz <10 um,nm,1.0
bir1tb310.tab,PDS,,,,RELAB Spectrum ID bir1tb310,Honolulu <10 um,nm,1.0
bir1tb313.tab,PDS,,,,RELAB Spectrum ID bir1tb313,Johnstown <10 um,nm,1.0
bir1tb314.tab,PDS,,,,RELAB Spectrum ID bir1tb314,Kapoeta <10 um,nm,1.0
bir1tb317.tab,PDS,,,,RELAB Spectrum ID bir1tb317,Kisvarsany <10 um,nm,1.0
bir1tb320.tab,PDS,,,,RELAB Spectrum ID bir1tb320,Kuttippuram <10 um,nm,1.0
bir1tb324.tab,PDS,,,,RELAB Spectrum ID bir1tb324,Louisville <10 um,nm,1.0
bir1tb327.tab,PDS,,,,RELAB Spectrum ID bir1tb327,Malakal <10 um,nm,1.0
bir1tb328.tab,PDS,,,,RELAB Spectrum ID bir1tb328,Maryville <10 um,nm,1.0
bir1tb329.tab,PDS,,,,RELAB Spectrum ID bir1tb329,Messina <10 um,nm,1.0
bir1tb331.tab,PDS,,,,RELAB Spectrum ID bir1tb331,Mirzapur <10 um,nm,1.0
bir1tb339.tab,PDS,,,,RELAB Spectrum ID bir1tb339,Rose City <10 um,nm,1.0
bir1tb341.tab,PDS,,,,RELAB Spectrum ID bir1tb341,Saint-Severin <10 um,nm,1.0
bir1tb346.tab,PDS,,,,RELAB Spectrum ID bir1tb346,Uberaba <10 um,nm,1.0
bir1tb349.tab,PDS,,,,RELAB Spectrum ID bir1tb349,"PCA 91241,22 <125 um",nm,1.0
bir1tb353.tab,PDS,,,,RELAB Spectrum ID bir1tb353,"ALH 84028,85 <125 um",nm,1.0
bir1tb355.tab,PDS,,,,RELAB Spectrum ID bir1tb355,"LAP 02277,26 <125 um",nm,1.0
bir1tb359.tab,PDS,,,,RELAB Spectrum ID bir1tb359,"Y-000097,86 unsorted",nm,1.0
bir1tb360.tab,PDS,,,,RELAB Spectrum ID bir1tb360,Bencubbin slab,nm,1.0
bir1tb361.tab,PDS,,,,RELAB Spectrum ID bir1tb361,Gujba slab,nm,1.0
bir1tb362.tab,PDS,,,,RELAB Spectrum ID bir1tb362,Isheyevo slab,nm,1.0
bir1tb363.tab,PDS,,,,RELAB Spectrum ID bir1tb363,NWA 3134 slab,nm,1.0
bir1tb364.tab,PDS,,,,RELAB Spectrum ID bir1tb364,Sikhote-Alin chip,nm,1.0
bir1tb365a.tab,PDS,,,,RELAB Spectrum ID bir1tb365a,"ALH 85119,43 <125 um",nm,1.0
bir1tb365b.tab,PDS,,,,RELAB Spectrum ID bir1tb365b,"ALH 85119,43 >125 um",nm,1.0
bir1tb366a.tab,PDS,,,,RELAB Spectrum ID bir1tb366a,"LAP 031156,16 <125 um",nm,1.0
bir1tb366b.tab,PDS,,,,RELAB Spectrum ID bir1tb366b,"LAP 031156,16 >125 um",nm,1.0
bir1tb367a.tab,PDS,,,,RELAB Spectrum ID bir1tb367a,"LAP 03731,7 <125 um",nm,1.0
bir1tb367b.tab,PDS,,,,RELAB Spectrum ID bir1tb367b,"LAP 03731,7 >125 um",nm,1.0
bir1tb368a.tab,PDS,,,,RELAB Spectrum ID bir1tb368a,"LAP 03793,5 <125 um",nm,1.0
bir1tb368b.tab,PDS,,,,RELAB Spectrum ID bir1tb368b,"LAP 03793,5 >125 um",nm,1.0
bir1th005.tab,PDS,,,,RELAB Spectrum ID bir1th005,TH5,nm,1.0
bir1th005cf.tab,PDS,,,,RELAB Spectrum ID bir1th005cf,TH5 CF,nm,1.0
bir1th007.tab,PDS,,,,RELAB Spectrum ID bir1th007,TH7,nm,1.0
bir1th007cf.tab,PDS,,,,RELAB Spectrum ID bir1th007cf,TH7 CF,nm,1.0
bir1th009.tab,PDS,,,,RELAB Spectrum ID bir1th009,TH9,nm,1.0
bir1th009cf.tab,PDS,,,,RELAB Spectrum ID bir1th009cf,TH9 CF,nm,1.0
bir1th010.tab,PDS,,,,RELAB Spectrum ID bir1th010,TH10,nm,1.0
bir1th010cf.tab,PDS,,,,RELAB Spectrum ID bir1th010cf,TH10 CF,nm,1.0
bir1th011.tab,PDS,,,,RELAB Spectrum ID bir1th011,TH11,nm,1.0
bir1th011cf.tab,PDS,,,,RELAB Spectrum ID bir1th011cf,TH11 CF,nm,1.0
bir1th012.tab,PDS,,,,RELAB Spectrum ID bir1th012,TH12,nm,1.0
bir1th012cf.tab,PDS,,,,RELAB Spectrum ID bir1th012cf,TH12 CF,nm,1.0
bir1to002.tab,PDS,,,,RELAB Spectrum ID bir1to002,TOC101,nm,1.0
bir1uh001.tab,PDS,,,,RELAB Spectrum ID bir1uh001,Jokul_1012,nm,1.0
bir1uh002.tab,PDS,,,,RELAB Spectrum ID bir1uh002,Jokul_3234,nm,1.0
bir1uh003.tab,PDS,,,,RELAB Spectrum ID bir1uh003,Askja_Oda_Teph_2224,nm,1.0
bir1uh004.tab,PDS,,,,RELAB Spectrum ID bir1uh004,Askja_Oda_Teph_5254,nm,1.0
bir1uh005.tab,PDS,,,,RELAB Spectrum ID bir1uh005,Skaf_2022,nm,1.0
bir1uh006.tab,PDS,,,,RELAB Spectrum ID bir1uh006,Skaf_2628,nm,1.0
bir1uh007.tab,PDS,,,,RELAB Spectrum ID bir1uh007,3graysand_3840,nm,1.0
bir1uh008.tab,PDS,,,,RELAB Spectrum ID bir1uh008,3graysand_2_4,nm,1.0
bir1uh009.tab,PDS,,,,RELAB Spectrum ID bir1uh009,4othersand_2628,nm,1.0
bir1uh010.tab,PDS,,,,RELAB Spectrum ID bir1uh010,4othersand_4446,nm,1.0
bir1uh011.tab,PDS,,,,RELAB Spectrum ID bir1uh011,TuffCone_6_8,nm,1.0
bir1uh012.tab,PDS,,,,RELAB Spectrum ID bir1uh012,TuffCone_2830,nm,1.0
bir1uh013.tab,PDS,,,,RELAB Spectrum ID bir1uh013,Jokulsa River Plain 1 (JRP1),nm,1.0
bir1uh014.tab,PDS,,,,RELAB Spectrum ID bir1uh014,Sand dunes 3A (SD3A),nm,1.0
bir1uh015.tab,PDS,,,,RELAB Spectrum ID bir1uh015,Sand dunes 3B (SD3B),nm,1.0
bir1uh016.tab,PDS,,,,RELAB Spectrum ID bir1uh016,Sand dunes 4A (SD4A),nm,1.0
bir1uh017.tab,PDS,,,,RELAB Spectrum ID bir1uh017,Sand dunes 4B (SD4B),nm,1.0
bir1uh018.tab,PDS,,,,RELAB Spectrum ID bir1uh018,Askja_Odadahraun tephra 1 (T1),nm,1.0
bir1uh019.tab,PDS,,,,RELAB Spectrum ID bir1uh019,Askja_Odadahraun tephra 2 (T2),nm,1.0
bir1uh020.tab,PDS,,,,RELAB Spectrum ID bir1uh020,Skaftafell sand plains 2 (SSP2),nm,1.0
bir1uh021.tab,PDS,,,,RELAB Spectrum ID bir1uh021,Skaftafell sand plains 1 (SSP1),nm,1.0
bir1uh022.tab,PDS,,,,RELAB Spectrum ID bir1uh022,Skaftafell sand plains 3 (SSP3),nm,1.0
bir1uh023.tab,PDS,,,,RELAB Spectrum ID bir1uh023,Skaf_1517,nm,1.0
bir1uh024.tab,PDS,,,,RELAB Spectrum ID bir1uh024,Hverfjall Bottom 2 (HB2),nm,1.0
bir1uh025.tab,PDS,,,,RELAB Spectrum ID bir1uh025,Skaf_3133,nm,1.0
bir1uh026.tab,PDS,,,,RELAB Spectrum ID bir1uh026,Skaf_4143,nm,1.0
bir1uh027.tab,PDS,,,,RELAB Spectrum ID bir1uh027,TuffCone_5052,nm,1.0
bir1uh028.tab,PDS,,,,RELAB Spectrum ID bir1uh028,4sand_911,nm,1.0
bir1uh029.tab,PDS,,,,RELAB Spectrum ID bir1uh029,Askja_Oda_1719,nm,1.0
bir1uh030.tab,PDS,,,,RELAB Spectrum ID bir1uh030,Skaf_2_4,nm,1.0
bir1uh031.tab,PDS,,,,RELAB Spectrum ID bir1uh031,Skaf_8_10,nm,1.0
bir1uh032.tab,PDS,,,,RELAB Spectrum ID bir1uh032,Jokul_2224,nm,1.0
bir1uh033.tab,PDS,,,,RELAB Spectrum ID bir1uh033,3gray_2426,nm,1.0
bir1uh034.tab,PDS,,,,RELAB Spectrum ID bir1uh034,Viti_2628,nm,1.0
bir1uh035.tab,PDS,,,,RELAB Spectrum ID bir1uh035,V4G,nm,1.0
bir1uh036.tab,PDS,,,,RELAB Spectrum ID bir1uh036,HD1a,nm,1.0
bir1uh037.tab,PDS,,,,RELAB Spectrum ID bir1uh037,V5,nm,1.0
bir1uh038.tab,PDS,,,,RELAB Spectrum ID bir1uh038,V3G,nm,1.0
bir1uh039.tab,PDS,,,,RELAB Spectrum ID bir1uh039,V1W,nm,1.0
bir1uh040.tab,PDS,,,,RELAB Spectrum ID bir1uh040,Jokul_4_6,nm,1.0
bir1uh041.tab,PDS,,,,RELAB Spectrum ID bir1uh041,Jokul_4042,nm,1.0
bir1uh042.tab,PDS,,,,RELAB Spectrum ID bir1uh042,Jokul_5254,nm,1.0
bir1uh043.tab,PDS,,,,RELAB Spectrum ID bir1uh043,Viti_2_4,nm,1.0
bir1uh044.tab,PDS,,,,RELAB Spectrum ID bir1uh044,Viti_1416,nm,1.0
bir1uh045.tab,PDS,,,,RELAB Spectrum ID bir1uh045,Viti_1820,nm,1.0
bir1uh046.tab,PDS,,,,RELAB Spectrum ID bir1uh046,Viti_3739,nm,1.0
bir1uh047.tab,PDS,,,,RELAB Spectrum ID bir1uh047,Viti_4850,nm,1.0
bir1uh048.tab,PDS,,,,RELAB Spectrum ID bir1uh048,V2Y,nm,1.0
bir1uh049.tab,PDS,,,,RELAB Spectrum ID bir1uh049,Tuff_1517,nm,1.0
bir1uh050.tab,PDS,,,,RELAB Spectrum ID bir1uh050,Tuff_2224,nm,1.0
bir1uh051.tab,PDS,,,,RELAB Spectrum ID bir1uh051,Tuff_4143,nm,1.0
bir1uh052.tab,PDS,,,,RELAB Spectrum ID bir1uh052,Askja_Oda_6062,nm,1.0
bir1uh053.tab,PDS,,,,RELAB Spectrum ID bir1uh053,4sand_5456,nm,1.0
bir1uh054.tab,PDS,,,,RELAB Spectrum ID bir1uh054,4sand_3638,nm,1.0
bir1uh055.tab,PDS,,,,RELAB Spectrum ID bir1uh055,4sand_1618,nm,1.0
bir1uh056.tab,PDS,,,,RELAB Spectrum ID bir1uh056,Askja_EXT,nm,1.0
bir1uh057.tab,PDS,,,,RELAB Spectrum ID bir1uh057,3sand_5658,nm,1.0
bir1uh058.tab,PDS,,,,RELAB Spectrum ID bir1uh058,3sand_4648,nm,1.0
bir1uh059.tab,PDS,,,,RELAB Spectrum ID bir1uh059,3sand_1214,nm,1.0
bir1uh060.tab,PDS,,,,RELAB Spectrum ID bir1uh060,Askja_4244,nm,1.0
bir1uh061.tab,PDS,,,,RELAB Spectrum ID bir1uh061,Askja_3537,nm,1.0
bir1vh001.tab,PDS,,,,RELAB Spectrum ID bir1vh001,BUR-1820 <45 um Diopside,nm,1.0
bir1wf001.tab,PDS,,,,RELAB Spectrum ID bir1wf001,Hf-02,nm,1.0
bir1wf002.tab,PDS,,,,RELAB Spectrum ID bir1wf002,Hf-06,nm,1.0
bir1wf003.tab,PDS,,,,RELAB Spectrum ID bir1wf003,Hf-01,nm,1.0
bir1wf004.tab,PDS,,,,RELAB Spectrum ID bir1wf004,Hf-03,nm,1.0
bir1wf005.tab,PDS,,,,RELAB Spectrum ID bir1wf005,CH-04,nm,1.0
bir1wf006.tab,PDS,,,,RELAB Spectrum ID bir1wf006,CH-09,nm,1.0
bir1wf007.tab,PDS,,,,RELAB Spectrum ID bir1wf007,CH-10,nm,1.0
bir1wf008.tab,PDS,,,,RELAB Spectrum ID bir1wf008,LB-04,nm,1.0
bir1wf009.tab,PDS,,,,RELAB Spectrum ID bir1wf009,CRf-Sf1,nm,1.0
bir1wf010.tab,PDS,,,,RELAB Spectrum ID bir1wf010,CRf-Sf2,nm,1.0
bir1wf011.tab,PDS,,,,RELAB Spectrum ID bir1wf011,Summerville Fm. gypsum,nm,1.0
bir1wf012.tab,PDS,,,,RELAB Spectrum ID bir1wf012,HK-3B,nm,1.0
bir1wf013.tab,PDS,,,,RELAB Spectrum ID bir1wf013,HK-8,nm,1.0
bir1wf014.tab,PDS,,,,RELAB Spectrum ID bir1wf014,Koko-tbt,nm,1.0
bir1wf015.tab,PDS,,,,RELAB Spectrum ID bir1wf015,Koko-opt,nm,1.0
bir1wf016.tab,PDS,,,,RELAB Spectrum ID bir1wf016,near Ljotipollur,nm,1.0
bir1wf017.tab,PDS,,,,RELAB Spectrum ID bir1wf017,Hf-07,nm,1.0
bir1wf018.tab,PDS,,,,RELAB Spectrum ID bir1wf018,CH-2,nm,1.0
bir1wf019.tab,PDS,,,,RELAB Spectrum ID bir1wf019,CH-8,nm,1.0
bir1wf020.tab,PDS,,,,RELAB Spectrum ID bir1wf020,SDR12-01,nm,1.0
bir1wf021.tab,PDS,,,,RELAB Spectrum ID bir1wf021,SDR12-02,nm,1.0
bir1wv001.tab,PDS,,,,RELAB Spectrum ID bir1wv001,"Magnesium chloride, ultra dry, 99.99% under Argon (MgCl2)",nm,1.0
bir1wv002.tab,PDS,,,,RELAB Spectrum ID bir1wv002,Synthetic FeS,nm,1.0
bir1wv003.tab,PDS,,,,RELAB Spectrum ID bir1wv003,Synthetic (Fe 0.4 Mn 0.6) S,nm,1.0
bir1wv004.tab,PDS,,,,RELAB Spectrum ID bir1wv004,Synthetic (Fe 0.25 Mn 0.75) S,nm,1.0
bir1wv005.tab,PDS,,,,RELAB Spectrum ID bir1wv005,Synthetic MnS,nm,1.0
bir1xx001.tab,PDS,,,,RELAB Spectrum ID bir1xx001,PEL Planet X Soil,nm,1.0
bir1xx002.tab,PDS,,,,RELAB Spectrum ID bir1xx002,PEL Planet X tektite <25 um,nm,1.0
bir1yy001.tab,PDS,,,,RELAB Spectrum ID bir1yy001,Olivine <250 um,nm,1.0
bir1yy002.tab,PDS,,,,RELAB Spectrum ID bir1yy002,Orthoclase <250 um,nm,1.0
bir1yy003.tab,PDS,,,,RELAB Spectrum ID bir1yy003,Actinolite with pyroxene and quartz <250 um,nm,1.0
bir1yy004.tab,PDS,,,,RELAB Spectrum ID bir1yy004,Amphibole <250 um,nm,1.0
bir1yy005.tab,PDS,,,,RELAB Spectrum ID bir1yy005,Quartz <250 um,nm,1.0
bir1yy006.tab,PDS,,,,RELAB Spectrum ID bir1yy006,Plagioclase <250 um,nm,1.0
bir1zl001.tab,PDS,,,,RELAB Spectrum ID bir1zl001,Anorthosite <212 um,nm,1.0
bir1zl002.tab,PDS,,,,RELAB Spectrum ID bir1zl002,Attapulgite <212 um,nm,1.0
bir1zl003.tab,PDS,,,,RELAB Spectrum ID bir1zl003,Glass-rich basalt <212 um,nm,1.0
bir1zl004.tab,PDS,,,,RELAB Spectrum ID bir1zl004,Ferrihydrite <212 um,nm,1.0
bir1zl005.tab,PDS,,,,RELAB Spectrum ID bir1zl005,Gypsum <212 um,nm,1.0
bir1zl006.tab,PDS,,,,RELAB Spectrum ID bir1zl006,Hematite <212 um,nm,1.0
bir1zl007.tab,PDS,,,,RELAB Spectrum ID bir1zl007,Ilmenite <212 um,nm,1.0
bir1zl008.tab,PDS,,,,RELAB Spectrum ID bir1zl008,Magnesite <212 um,nm,1.0
bir1zl009.tab,PDS,,,,RELAB Spectrum ID bir1zl009,Olivine <212 um,nm,1.0
bir1zl010.tab,PDS,,,,RELAB Spectrum ID bir1zl010,Pyroxene <212 um,nm,1.0
bir1zl011.tab,PDS,,,,RELAB Spectrum ID bir1zl011,Smectite <212 um,nm,1.0
bir1zl012.tab,PDS,,,,RELAB Spectrum ID bir1zl012,Vermiculite <212 um,nm,1.0
bir1zl013.tab,PDS,,,,RELAB Spectrum ID bir1zl013,Magnetite <212 um,nm,1.0
bir1zl014.tab,PDS,,,,RELAB Spectrum ID bir1zl014,Pyrite <212 um,nm,1.0
bir1zl015.tab,PDS,,,,RELAB Spectrum ID bir1zl015,Siderite <212 um,nm,1.0
bir1zl016.tab,PDS,,,,RELAB Spectrum ID bir1zl016,Exolith CI-1 simulant,nm,1.0
bir1zl017.tab,PDS,,,,RELAB Spectrum ID bir1zl017,Exolith LMS-1 lunar mare simulant <300 um,nm,1.0
bir1zl018.tab,PDS,,,,RELAB Spectrum ID bir1zl018,Exolith LMS-1 lunar highlands simulant <400 um,nm,1.0
bir1zl019.tab,PDS,,,,RELAB Spectrum ID bir1zl019,Exolith LMS-1 lunar highlands dust simulant <40 um,nm,1.0
bir1zl020.tab,PDS,,,,RELAB Spectrum ID bir1zl020,Exolith MGS-1 Mars global simulant <600 um,nm,1.0
bir1zl021.tab,PDS,,,,RELAB Spectrum ID bir1zl021,Exolith MGS-1C Mars clay ISRU,nm,1.0
bir1zl022.tab,PDS,,,,RELAB Spectrum ID bir1zl022,Exolith MGS-1S Mars sulfate ISRU,nm,1.0
bir1zl023.tab,PDS,,,,RELAB Spectrum ID bir1zl023,Exolith JEZ-1 Mars Jezero delta simulant <500 um,nm,1.0
bir1zl024.tab,PDS,,,,RELAB Spectrum ID bir1zl024,Hydrated silica <212 um,nm,1.0
bir1zl025.tab,PDS,,,,RELAB Spectrum ID bir1zl025,Espomite <212 um,nm,1.0
bir1zl026.tab,PDS,,,,RELAB Spectrum ID bir1zl026,Stillwater Mine anorthosite <212 um,nm,1.0
bir1zl027.tab,PDS,,,,RELAB Spectrum ID bir1zl027,Lizardite <212 um,nm,1.0
bir1zl028.tab,PDS,,,,RELAB Spectrum ID bir1zl028,Exolith lunar highlands agglutinates simulant <500 um,nm,1.0
bir1zl029.tab,PDS,,,,RELAB Spectrum ID bir1zl029,Exolith lunar mare agglutinates simulant <500 um,nm,1.0
bir1zl030.tab,PDS,,,,RELAB Spectrum ID bir1zl030,Sub-bituminous coal <212 um,nm,1.0
bir2an028.tab,PDS,,,,RELAB Spectrum ID bir2an028,Basalt- GM-2,nm,1.0
bir2be014.tab,PDS,,,,RELAB Spectrum ID bir2be014,Nontronite- NG-1,nm,1.0
bir2be039.tab,PDS,,,,RELAB Spectrum ID bir2be039,Nontronite Olivine- 30% OLV-SCe 250-500 + 70% NG-1b,nm,1.0
bir2be040.tab,PDS,,,,RELAB Spectrum ID bir2be040,Nontronite Olivine- 70% OLV-SCe 250-500 + 30% NG-1b,nm,1.0
bir2be061.tab,PDS,,,,RELAB Spectrum ID bir2be061,Basalt Glass- BAS Gl,nm,1.0
bir2be062.tab,PDS,,,,RELAB Spectrum ID bir2be062,Basalt Glass- BAS Gl,nm,1.0
bir2be071.tab,PDS,,,,RELAB Spectrum ID bir2be071,Basalt Glass- BAS 79-3b,nm,1.0
bir2be072.tab,PDS,,,,RELAB Spectrum ID bir2be072,Basalt Glass- BAS 79-3b,nm,1.0
bir2be081.tab,PDS,,,,RELAB Spectrum ID bir2be081,Olivine- OLV-SC,nm,1.0
bir2be082.tab,PDS,,,,RELAB Spectrum ID bir2be082,Olivine- OLV-SC,nm,1.0
bir2be165.tab,PDS,,,,RELAB Spectrum ID bir2be165,Olivine Nontronite- 95% OLV-SC 125-250 um + 5% NG-1 45-75 um,nm,1.0
bir2be166.tab,PDS,,,,RELAB Spectrum ID bir2be166,Olivine Nontronite- 90% OLV-SC 125-250 um + 10% NG-1 45-75 um,nm,1.0
bir2be167.tab,PDS,,,,RELAB Spectrum ID bir2be167,Olivine Nontronite- 70% OLV-SC 125-250 um + 30% NG-1 45-75 um,nm,1.0
bir2be168.tab,PDS,,,,RELAB Spectrum ID bir2be168,Olivine Nontronite- 50% OLV-SC 125-250 um + 50% NG-1 45-75 um,nm,1.0
bir2be169.tab,PDS,,,,RELAB Spectrum ID bir2be169,Olivine Nontronite- 30% OLV-SC 125-250 um + 70% NG-1 45-75 um,nm,1.0
bir2cb099.tab,PDS,,,,RELAB Spectrum ID bir2cb099,Monohydrocalcite,nm,1.0
bir2cb100.tab,PDS,,,,RELAB Spectrum ID bir2cb100,Lansfordite,nm,1.0
bir2dd002.tab,PDS,,,,RELAB Spectrum ID bir2dd002,Mars Meteorite (Chassigny): Olivine,nm,1.0
bir2dd003.tab,PDS,,,,RELAB Spectrum ID bir2dd003,Mars Meteorite (Nakhla): Augite,nm,1.0
bir2dd004.tab,PDS,,,,RELAB Spectrum ID bir2dd004,Mars Meteorite (Allan Hills ALH84001): Orthopyroxene,nm,1.0
bir2dd005.tab,PDS,,,,RELAB Spectrum ID bir2dd005,Mars Meteorite- Los Angeles Pyroxene,nm,1.0
bir2dd006.tab,PDS,,,,RELAB Spectrum ID bir2dd006,Mars Meteorite (LEW88516): Pyroxene,nm,1.0
bir2dd018.tab,PDS,,,,RELAB Spectrum ID bir2dd018,Mars Meteorite (Nakhla): Olivine (+ Augite?),nm,1.0
bir2dd019.tab,PDS,,,,RELAB Spectrum ID bir2dd019,Mars Meteorite (Elephant Moraine EETA79001): Lithology A Whole Rock- Shergottite,nm,1.0
bir2dd023.tab,PDS,,,,RELAB Spectrum ID bir2dd023,Mars Meteorite (Chassigny): Whole Rock,nm,1.0
bir2dd024.tab,PDS,,,,RELAB Spectrum ID bir2dd024,"Mars Meteorite (QUE94201,44): Whole Rock- Shergottite",nm,1.0
bir2dd025.tab,PDS,,,,RELAB Spectrum ID bir2dd025,Mars Meteorite (Zagami): Whole Rock- Shergottite,nm,1.0
bir2dd026.tab,PDS,,,,RELAB Spectrum ID bir2dd026,"Mars Meteorite (Allan Hills ALHA77005,159): Whole Rock- Shergottite",nm,1.0
bir2dd027.tab,PDS,,,,RELAB Spectrum ID bir2dd027,Mars Meteorite- Los Angeles whole rock,nm,1.0
bir2dd028.tab,PDS,,,,RELAB Spectrum ID bir2dd028,"Mars Meteorite (Elephant Moraine EETA79001,60): Lith B Feldspar",nm,1.0
bir2dd029.tab,PDS,,,,RELAB Spectrum ID bir2dd029,"Mars Meteorite (Elephant Moraine EETA79001,60): Lith B Maskelynite",nm,1.0
bir2dd030.tab,PDS,,,,RELAB Spectrum ID bir2dd030,"Mars Meteorite (Elephant Moraine EETA79001,60): Lith B Black Glass",nm,1.0
bir2jb710a.tab,PDS,,,,RELAB Spectrum ID bir2jb710a,Kornelite- R16185,nm,1.0
bir2jb976c.tab,PDS,,,,RELAB Spectrum ID bir2jb976c,Smectite- Steinegg green rock chips,nm,1.0
bir2jba62a.tab,PDS,,,,RELAB Spectrum ID bir2jba62a,Roemerite 93825,nm,1.0
bir2jba63.tab,PDS,,,,RELAB Spectrum ID bir2jba63,Roemerite C5602-1,nm,1.0
bir2jba73a.tab,PDS,,,,RELAB Spectrum ID bir2jba73a,Lausenite 102923,nm,1.0
bir2jba73b.tab,PDS,,,,RELAB Spectrum ID bir2jba73b,Lausenite 102923,nm,1.0
bir2jbb02.tab,PDS,,,,RELAB Spectrum ID bir2jbb02,Sediment- Dried Pond (Don Juan ) #4 JB1102,nm,1.0
bir2jbb03.tab,PDS,,,,RELAB Spectrum ID bir2jbb03,Sediment- Dried Pond (Don Juan ) #4 JB1103,nm,1.0
bir2jbb04.tab,PDS,,,,RELAB Spectrum ID bir2jbb04,Sediment- Dried Pond (Don Juan ) #4 JB1104,nm,1.0
bir2jbb05.tab,PDS,,,,RELAB Spectrum ID bir2jbb05,Sediment- Dried Pond (Don Juan ) #4 JB1105,nm,1.0
bir2jbb61c.tab,PDS,,,,RELAB Spectrum ID bir2jbb61c,Synthetic Mg-carbonate,nm,1.0
bir2jbb62c.tab,PDS,,,,RELAB Spectrum ID bir2jbb62c,Synthetic Fe/Mg-carbonate,nm,1.0
bir2jbb63c.tab,PDS,,,,RELAB Spectrum ID bir2jbb63c,Synthetic Fe-carbonate,nm,1.0
bir2jbb64.tab,PDS,,,,RELAB Spectrum ID bir2jbb64,Roemerite 113733 unsorted,nm,1.0
bir2jbb75.tab,PDS,,,,RELAB Spectrum ID bir2jbb75,Rhomboclase ML-S85,nm,1.0
bir2jbe59e.tab,PDS,,,,RELAB Spectrum ID bir2jbe59e,Minglanilla aragonite,nm,1.0
bir2jbe61a.tab,PDS,,,,RELAB Spectrum ID bir2jbe61a,Selasvann dolomite,nm,1.0
bir2jbe61b.tab,PDS,,,,RELAB Spectrum ID bir2jbe61b,Selasvann dolomite,nm,1.0
bir2jbe61c.tab,PDS,,,,RELAB Spectrum ID bir2jbe61c,Selasvann dolomite,nm,1.0
bir2jbe61d.tab,PDS,,,,RELAB Spectrum ID bir2jbe61d,Selasvann dolomite,nm,1.0
bir2jbe61e.tab,PDS,,,,RELAB Spectrum ID bir2jbe61e,Selasvann dolomite,nm,1.0
bir2jbe61f.tab,PDS,,,,RELAB Spectrum ID bir2jbe61f,Selasvann dolomite,nm,1.0
bir2jbe92h3.tab,PDS,,,,RELAB Spectrum ID bir2jbe92h3,D3_T1_F7h R3,nm,1.0
bir2jbf65d.tab,PDS,,,,RELAB Spectrum ID bir2jbf65d,JB1565d: Fuertaventura tephra dark brown,nm,1.0
bir2jbf65e.tab,PDS,,,,RELAB Spectrum ID bir2jbf65e,JB1565e: Fuertaventura tephra medium brown,nm,1.0
bir2jbf78b.tab,PDS,,,,RELAB Spectrum ID bir2jbf78b,Calcium Nitrate Tetrahydrate- Ca(NO3)2-4H2O,nm,1.0
bir2jbf79b.tab,PDS,,,,RELAB Spectrum ID bir2jbf79b,Iron (III) Nitrate Nonahydrate- Fe(NO3)3-9H2O,nm,1.0
bir2jbf79c.tab,PDS,,,,RELAB Spectrum ID bir2jbf79c,Oxidized Iron (III) Nitrate Nonahydrate- Fe(NO3)3-9H2O (Oxidized),nm,1.0
bir2jbf80b.tab,PDS,,,,RELAB Spectrum ID bir2jbf80b,Copper Nitrate Nonahydrate- Cu(NO3)2-3H2O,nm,1.0
