id,source,formula,weight,uid,title,specimen_name,unit,cluster_membership
PAHdb_430,PAHdb,C6H6O,94.04186000,430,,,,
PAHdb_428,PAHdb,C6H6O,94.04186000,428,,,,
PAHdb_431,PAHdb,C6H6O+,94.04186000,431,,,,
PAHdb_429,PAHdb,C6H6O+,94.04186000,429,,,,
PAHdb_432,PAHdb,C6H7O+,95.04968500,432,,,,
PAHdb_493,PAHdb,C9H7,115.05477500,493,,,,
PAHdb_495,PAHdb,C9H8,116.06260000,495,,,,
PAHdb_485,PAHdb,C9H7N,129.05784500,485,,,,
PAHdb_483,PAHdb,C9H7N,129.05784500,483,,,,
PAHdb_494,PAHdb,C9H7+,115.05477500,494,,,,
PAHdb_496,PAHdb,C9H8+,116.06260000,496,,,,
PAHdb_486,PAHdb,C9H7N+,129.05784500,486,,,,
PAHdb_484,PAHdb,C9H7N+,129.05784500,484,,,,
PAHdb_4415,PAHdb,C9H7+2,115.05477500,4415,,,,
PAHdb_4416,PAHdb,C9H8+2,116.06260000,4416,,,,
PAHdb_382,PAHdb,C10H8-,128.06260000,382,,,,
PAHdb_384,PAHdb,C10H9-,129.07042500,384,,,,
PAHdb_383,PAHdb,C10H9-,129.07042500,383,,,,
PAHdb_511,PAHdb,C10H7,127.05477500,511,,,,
PAHdb_509,PAHdb,C10H7,127.05477500,509,,,,
PAHdb_523,PAHdb,C10H7O,143.04968500,523,,,,
PAHdb_426,PAHdb,C10H6O2,158.03677000,426,,,,
PAHdb_330,PAHdb,C10H8,128.06260000,330,,,,
PAHdb_527,PAHdb,C10H8N,142.06567000,527,,,,
PAHdb_499,PAHdb,C10H8O,144.05751000,499,,,,
PAHdb_497,PAHdb,C10H8O,144.05751000,497,,,,
PAHdb_376,PAHdb,C10H9,129.07042500,376,,,,
PAHdb_375,PAHdb,C10H9,129.07042500,375,,,,
PAHdb_475,PAHdb,C10H9N,143.07349500,475,,,,
PAHdb_473,PAHdb,C10H9N,143.07349500,473,,,,
PAHdb_424,PAHdb,C10H8O2,160.05242000,424,,,,
PAHdb_422,PAHdb,C10H8O2,160.05242000,422,,,,
PAHdb_420,PAHdb,C10H8O2,160.05242000,420,,,,
PAHdb_418,PAHdb,C10H8O2,160.05242000,418,,,,
PAHdb_331,PAHdb,C10H10,130.07825000,331,,,,
PAHdb_410,PAHdb,C10H9O2,161.06024500,410,,,,
PAHdb_409,PAHdb,C10H9O2,161.06024500,409,,,,
PAHdb_408,PAHdb,C10H9O2,161.06024500,408,,,,
PAHdb_407,PAHdb,C10H9O2,161.06024500,407,,,,
PAHdb_406,PAHdb,C10H9O2,161.06024500,406,,,,
PAHdb_405,PAHdb,C10H9O2,161.06024500,405,,,,
PAHdb_404,PAHdb,C10H9O2,161.06024500,404,,,,
PAHdb_403,PAHdb,C10H9O2,161.06024500,403,,,,
PAHdb_402,PAHdb,C10H9O2,161.06024500,402,,,,
PAHdb_401,PAHdb,C10H9O2,161.06024500,401,,,,
PAHdb_400,PAHdb,C10H9O2,161.06024500,400,,,,
PAHdb_399,PAHdb,C10H9O2,161.06024500,399,,,,
PAHdb_332,PAHdb,C10H12,132.09390000,332,,,,
PAHdb_333,PAHdb,C10H16,136.12520000,333,,,,
PAHdb_353,PAHdb,C10H18,138.14085000,353,,,,
PAHdb_352,PAHdb,C10H18,138.14085000,352,,,,
PAHdb_512,PAHdb,C10H7+,127.05477500,512,,,,
PAHdb_510,PAHdb,C10H7+,127.05477500,510,,,,
PAHdb_524,PAHdb,C10H7O+,143.04968500,524,,,,
PAHdb_427,PAHdb,C10H6O2+,158.03677000,427,,,,
PAHdb_359,PAHdb,C10H8+,128.06260000,359,,,,
PAHdb_528,PAHdb,C10H8N+,142.06567000,528,,,,
PAHdb_500,PAHdb,C10H8O+,144.05751000,500,,,,
PAHdb_498,PAHdb,C10H8O+,144.05751000,498,,,,
PAHdb_14,PAHdb,C10H9+,129.07042500,14,,,,
PAHdb_13,PAHdb,C10H9+,129.07042500,13,,,,
PAHdb_12,PAHdb,C10H10+,130.07825000,12,,,,
PAHdb_476,PAHdb,C10H9N+,143.07349500,476,,,,
PAHdb_474,PAHdb,C10H9N+,143.07349500,474,,,,
PAHdb_425,PAHdb,C10H8O2+,160.05242000,425,,,,
PAHdb_423,PAHdb,C10H8O2+,160.05242000,423,,,,
PAHdb_421,PAHdb,C10H8O2+,160.05242000,421,,,,
PAHdb_419,PAHdb,C10H8O2+,160.05242000,419,,,,
PAHdb_417,PAHdb,C10H9O2+,161.06024500,417,,,,
PAHdb_416,PAHdb,C10H9O2+,161.06024500,416,,,,
PAHdb_415,PAHdb,C10H9O2+,161.06024500,415,,,,
PAHdb_414,PAHdb,C10H9O2+,161.06024500,414,,,,
PAHdb_413,PAHdb,C10H9O2+,161.06024500,413,,,,
PAHdb_412,PAHdb,C10H9O2+,161.06024500,412,,,,
PAHdb_411,PAHdb,C10H9O2+,161.06024500,411,,,,
PAHdb_16,PAHdb,C10H11+,131.08607500,16,,,,
PAHdb_15,PAHdb,C10H11+,131.08607500,15,,,,
PAHdb_17,PAHdb,C10H12+,132.09390000,17,,,,
PAHdb_4418,PAHdb,C10H7+2,127.05477500,4418,,,,
PAHdb_4417,PAHdb,C10H7+2,127.05477500,4417,,,,
PAHdb_4374,PAHdb,C10H8+2,128.06260000,4374,,,,
PAHdb_4404,PAHdb,C10H9+2,129.07042500,4404,,,,
PAHdb_4403,PAHdb,C10H9+2,129.07042500,4403,,,,
PAHdb_4375,PAHdb,C10H10+2,130.07825000,4375,,,,
PAHdb_4376,PAHdb,C10H12+2,132.09390000,4376,,,,
PAHdb_4377,PAHdb,C10H16+2,136.12520000,4377,,,,
PAHdb_4397,PAHdb,C10H18+2,138.14085000,4397,,,,
PAHdb_4396,PAHdb,C10H18+2,138.14085000,4396,,,,
PAHdb_529,PAHdb,C11H7O,155.04968500,529,,,,
PAHdb_525,PAHdb,C11H8,140.06260000,525,,,,
PAHdb_465,PAHdb,C11H7N,153.05784500,465,,,,
PAHdb_463,PAHdb,C11H7N,153.05784500,463,,,,
PAHdb_521,PAHdb,C11H9,141.07042500,521,,,,
PAHdb_519,PAHdb,C11H9,141.07042500,519,,,,
PAHdb_503,PAHdb,C11H8O,156.05751000,503,,,,
PAHdb_501,PAHdb,C11H8O,156.05751000,501,,,,
PAHdb_531,PAHdb,C11H9O,157.06533500,531,,,,
PAHdb_322,PAHdb,C11H10,142.07825000,322,,,,
PAHdb_320,PAHdb,C11H10,142.07825000,320,,,,
PAHdb_507,PAHdb,C11H10O,158.07316000,507,,,,
PAHdb_505,PAHdb,C11H10O,158.07316000,505,,,,
PAHdb_530,PAHdb,C11H7O+,155.04968500,530,,,,
PAHdb_526,PAHdb,C11H8+,140.06260000,526,,,,
PAHdb_466,PAHdb,C11H7N+,153.05784500,466,,,,
PAHdb_464,PAHdb,C11H7N+,153.05784500,464,,,,
PAHdb_522,PAHdb,C11H9+,141.07042500,522,,,,
PAHdb_520,PAHdb,C11H9+,141.07042500,520,,,,
PAHdb_504,PAHdb,C11H8O+,156.05751000,504,,,,
PAHdb_502,PAHdb,C11H8O+,156.05751000,502,,,,
PAHdb_532,PAHdb,C11H9O+,157.06533500,532,,,,
PAHdb_323,PAHdb,C11H10+,142.07825000,323,,,,
PAHdb_321,PAHdb,C11H10+,142.07825000,321,,,,
PAHdb_508,PAHdb,C11H10O+,158.07316000,508,,,,
PAHdb_506,PAHdb,C11H10O+,158.07316000,506,,,,
PAHdb_4424,PAHdb,C11H8+2,140.06260000,4424,,,,
PAHdb_4423,PAHdb,C11H9+2,141.07042500,4423,,,,
PAHdb_4422,PAHdb,C11H9+2,141.07042500,4422,,,,
PAHdb_4370,PAHdb,C11H10+2,142.07825000,4370,,,,
PAHdb_4369,PAHdb,C11H10+2,142.07825000,4369,,,,
PAHdb_269,PAHdb,C12H8N2-,180.06874000,269,,,,
PAHdb_385,PAHdb,C12H8,152.06260000,385,,,,
PAHdb_267,PAHdb,C12H8N2,180.06874000,267,,,,
PAHdb_202,PAHdb,C12H10,154.07825000,202,,,,
PAHdb_386,PAHdb,C12H8+,152.06260000,386,,,,
PAHdb_268,PAHdb,C12H8N2+,180.06874000,268,,,,
PAHdb_203,PAHdb,C12H10+,154.07825000,203,,,,
PAHdb_4409,PAHdb,C12H8+2,152.06260000,4409,,,,
PAHdb_4353,PAHdb,C12H10+2,154.07825000,4353,,,,
PAHdb_52,PAHdb,C13H9-,165.07042500,52,,,,
PAHdb_278,PAHdb,C13H9N-,179.07349500,278,,,,
PAHdb_2358,PAHdb,C13,156.00000000,2358,,,,
PAHdb_53,PAHdb,C13H9,165.07042500,53,,,,
PAHdb_55,PAHdb,C13H10,166.07825000,55,,,,
PAHdb_54,PAHdb,C13H10,166.07825000,54,,,,
PAHdb_491,PAHdb,C13H9N,179.07349500,491,,,,
PAHdb_489,PAHdb,C13H9N,179.07349500,489,,,,
PAHdb_487,PAHdb,C13H9N,179.07349500,487,,,,
PAHdb_276,PAHdb,C13H9N,179.07349500,276,,,,
PAHdb_274,PAHdb,C13H9N,179.07349500,274,,,,
PAHdb_49,PAHdb,C13H9+,165.07042500,49,,,,
PAHdb_51,PAHdb,C13H10+,166.07825000,51,,,,
PAHdb_50,PAHdb,C13H10+,166.07825000,50,,,,
PAHdb_492,PAHdb,C13H9N+,179.07349500,492,,,,
PAHdb_490,PAHdb,C13H9N+,179.07349500,490,,,,
PAHdb_488,PAHdb,C13H9N+,179.07349500,488,,,,
PAHdb_277,PAHdb,C13H9N+,179.07349500,277,,,,
PAHdb_275,PAHdb,C13H9N+,179.07349500,275,,,,
PAHdb_4291,PAHdb,C13H9+2,165.07042500,4291,,,,
PAHdb_4293,PAHdb,C13H10+2,166.07825000,4293,,,,
PAHdb_4292,PAHdb,C13H10+2,166.07825000,4292,,,,
PAHdb_2359,PAHdb,C14,168.00000000,2359,,,,
PAHdb_517,PAHdb,C14H9,177.07042500,517,,,,
PAHdb_515,PAHdb,C14H9,177.07042500,515,,,,
PAHdb_513,PAHdb,C14H9,177.07042500,513,,,,
PAHdb_273,PAHdb,C14H10,178.07825000,273,,,,
PAHdb_265,PAHdb,C14H10,178.07825000,265,,,,
PAHdb_481,PAHdb,C14H11N,193.08914500,481,,,,
PAHdb_479,PAHdb,C14H11N,193.08914500,479,,,,
PAHdb_477,PAHdb,C14H11N,193.08914500,477,,,,
PAHdb_340,PAHdb,C14H12,180.09390000,340,,,,
PAHdb_338,PAHdb,C14H12,180.09390000,338,,,,
PAHdb_339,PAHdb,C14H16,184.12520000,339,,,,
PAHdb_518,PAHdb,C14H9+,177.07042500,518,,,,
PAHdb_516,PAHdb,C14H9+,177.07042500,516,,,,
PAHdb_514,PAHdb,C14H9+,177.07042500,514,,,,
PAHdb_365,PAHdb,C14H10+,178.07825000,365,,,,
PAHdb_266,PAHdb,C14H10+,178.07825000,266,,,,
PAHdb_482,PAHdb,C14H11N+,193.08914500,482,,,,
PAHdb_480,PAHdb,C14H11N+,193.08914500,480,,,,
PAHdb_478,PAHdb,C14H11N+,193.08914500,478,,,,
PAHdb_366,PAHdb,C14H12+,180.09390000,366,,,,
PAHdb_4421,PAHdb,C14H9+2,177.07042500,4421,,,,
PAHdb_4420,PAHdb,C14H9+2,177.07042500,4420,,,,
PAHdb_4419,PAHdb,C14H9+2,177.07042500,4419,,,,
PAHdb_4359,PAHdb,C14H10+2,178.07825000,4359,,,,
PAHdb_4358,PAHdb,C14H10+2,178.07825000,4358,,,,
PAHdb_4384,PAHdb,C14H12+2,180.09390000,4384,,,,
PAHdb_4382,PAHdb,C14H12+2,180.09390000,4382,,,,
PAHdb_4383,PAHdb,C14H16+2,184.12520000,4383,,,,
PAHdb_471,PAHdb,C15H9N,203.07349500,471,,,,
PAHdb_469,PAHdb,C15H9N,203.07349500,469,,,,
PAHdb_467,PAHdb,C15H9N,203.07349500,467,,,,
PAHdb_341,PAHdb,C15H10,190.07825000,341,,,,
PAHdb_271,PAHdb,C15H9N,203.07349500,271,,,,
PAHdb_328,PAHdb,C15H12,192.09390000,328,,,,
PAHdb_326,PAHdb,C15H12,192.09390000,326,,,,
PAHdb_324,PAHdb,C15H12,192.09390000,324,,,,
PAHdb_354,PAHdb,C15H14,194.10955000,354,,,,
PAHdb_472,PAHdb,C15H9N+,203.07349500,472,,,,
PAHdb_470,PAHdb,C15H9N+,203.07349500,470,,,,
PAHdb_468,PAHdb,C15H9N+,203.07349500,468,,,,
PAHdb_272,PAHdb,C15H9N+,203.07349500,272,,,,
PAHdb_329,PAHdb,C15H12+,192.09390000,329,,,,
PAHdb_327,PAHdb,C15H12+,192.09390000,327,,,,
PAHdb_325,PAHdb,C15H12+,192.09390000,325,,,,
PAHdb_4385,PAHdb,C15H10+2,190.07825000,4385,,,,
PAHdb_4373,PAHdb,C15H12+2,192.09390000,4373,,,,
PAHdb_4372,PAHdb,C15H12+2,192.09390000,4372,,,,
PAHdb_4371,PAHdb,C15H12+2,192.09390000,4371,,,,
PAHdb_4398,PAHdb,C15H14+2,194.10955000,4398,,,,
PAHdb_554,PAHdb,C16H10-,202.07825000,554,,,,
PAHdb_387,PAHdb,C16H10,202.07825000,387,,,,
PAHdb_334,PAHdb,C16H10,202.07825000,334,,,,
PAHdb_461,PAHdb,C16H10O,218.07316000,461,,,,
PAHdb_459,PAHdb,C16H10O,218.07316000,459,,,,
PAHdb_457,PAHdb,C16H10O,218.07316000,457,,,,
PAHdb_455,PAHdb,C16H10O,218.07316000,455,,,,
PAHdb_453,PAHdb,C16H10O,218.07316000,453,,,,
PAHdb_451,PAHdb,C16H10O,218.07316000,451,,,,
PAHdb_449,PAHdb,C16H10O,218.07316000,449,,,,
PAHdb_447,PAHdb,C16H10O,218.07316000,447,,,,
PAHdb_439,PAHdb,C16H10O,218.07316000,439,,,,
PAHdb_437,PAHdb,C16H10O,218.07316000,437,,,,
PAHdb_435,PAHdb,C16H10O,218.07316000,435,,,,
PAHdb_433,PAHdb,C16H10O,218.07316000,433,,,,
PAHdb_445,PAHdb,C16H11O,219.08098500,445,,,,
PAHdb_443,PAHdb,C16H11O,219.08098500,443,,,,
PAHdb_441,PAHdb,C16H11O,219.08098500,441,,,,
PAHdb_337,PAHdb,C16H12,204.09390000,337,,,,
PAHdb_335,PAHdb,C16H12,204.09390000,335,,,,
PAHdb_299,PAHdb,C16H10N2,230.08439000,299,,,,
PAHdb_336,PAHdb,C16H16,208.12520000,336,,,,
PAHdb_388,PAHdb,C16H10+,202.07825000,388,,,,
PAHdb_360,PAHdb,C16H10+,202.07825000,360,,,,
PAHdb_462,PAHdb,C16H10O+,218.07316000,462,,,,
PAHdb_460,PAHdb,C16H10O+,218.07316000,460,,,,
PAHdb_458,PAHdb,C16H10O+,218.07316000,458,,,,
PAHdb_456,PAHdb,C16H10O+,218.07316000,456,,,,
PAHdb_454,PAHdb,C16H10O+,218.07316000,454,,,,
PAHdb_452,PAHdb,C16H10O+,218.07316000,452,,,,
PAHdb_450,PAHdb,C16H10O+,218.07316000,450,,,,
PAHdb_448,PAHdb,C16H10O+,218.07316000,448,,,,
PAHdb_440,PAHdb,C16H10O+,218.07316000,440,,,,
PAHdb_438,PAHdb,C16H10O+,218.07316000,438,,,,
PAHdb_436,PAHdb,C16H10O+,218.07316000,436,,,,
PAHdb_434,PAHdb,C16H10O+,218.07316000,434,,,,
PAHdb_3,PAHdb,C16H11+,203.08607500,3,,,,
PAHdb_2,PAHdb,C16H11+,203.08607500,2,,,,
PAHdb_1,PAHdb,C16H11+,203.08607500,1,,,,
PAHdb_446,PAHdb,C16H11O+,219.08098500,446,,,,
PAHdb_444,PAHdb,C16H11O+,219.08098500,444,,,,
PAHdb_442,PAHdb,C16H11O+,219.08098500,442,,,,
PAHdb_364,PAHdb,C16H12+,204.09390000,364,,,,
PAHdb_361,PAHdb,C16H12+,204.09390000,361,,,,
PAHdb_300,PAHdb,C16H10N2+,230.08439000,300,,,,
PAHdb_363,PAHdb,C16H16+,208.12520000,363,,,,
PAHdb_362,PAHdb,C16H16+,208.12520000,362,,,,
PAHdb_4410,PAHdb,C16H10+2,202.07825000,4410,,,,
PAHdb_4378,PAHdb,C16H10+2,202.07825000,4378,,,,
PAHdb_4381,PAHdb,C16H12+2,204.09390000,4381,,,,
PAHdb_4379,PAHdb,C16H12+2,204.09390000,4379,,,,
PAHdb_4380,PAHdb,C16H16+2,208.12520000,4380,,,,
PAHdb_2360,PAHdb,C17,204.00000000,2360,,,,
PAHdb_2357,PAHdb,C17H11,215.08607500,2357,,,,
PAHdb_831,PAHdb,C17H11N,229.08914500,831,,,,
PAHdb_830,PAHdb,C17H11N,229.08914500,830,,,,
PAHdb_297,PAHdb,C17H11N,229.08914500,297,,,,
PAHdb_295,PAHdb,C17H11N,229.08914500,295,,,,
PAHdb_293,PAHdb,C17H11N,229.08914500,293,,,,
PAHdb_289,PAHdb,C17H11N,229.08914500,289,,,,
PAHdb_287,PAHdb,C17H11N,229.08914500,287,,,,
PAHdb_285,PAHdb,C17H11N,229.08914500,285,,,,
PAHdb_342,PAHdb,C17H14,218.10955000,342,,,,
PAHdb_298,PAHdb,C17H11N+,229.08914500,298,,,,
PAHdb_296,PAHdb,C17H11N+,229.08914500,296,,,,
PAHdb_294,PAHdb,C17H11N+,229.08914500,294,,,,
PAHdb_290,PAHdb,C17H11N+,229.08914500,290,,,,
PAHdb_288,PAHdb,C17H11N+,229.08914500,288,,,,
PAHdb_286,PAHdb,C17H11N+,229.08914500,286,,,,
PAHdb_6040,PAHdb,C17H11+2,215.08607500,6040,,,,
PAHdb_4386,PAHdb,C17H14+2,218.10955000,4386,,,,
PAHdb_4014,PAHdb,C18H12-,228.09390000,4014,,,,
PAHdb_210,PAHdb,C18H12-,228.09390000,210,,,,
PAHdb_2363,PAHdb,C18,216.00000000,2363,,,,
PAHdb_2362,PAHdb,C18,216.00000000,2362,,,,
PAHdb_2361,PAHdb,C18,216.00000000,2361,,,,
PAHdb_2355,PAHdb,C18H12,228.09390000,2355,,,,
PAHdb_291,PAHdb,C18H12,228.09390000,291,,,,
PAHdb_282,PAHdb,C18H12,228.09390000,282,,,,
PAHdb_280,PAHdb,C18H12,228.09390000,280,,,,
PAHdb_211,PAHdb,C18H12,228.09390000,211,,,,
PAHdb_355,PAHdb,C18H24,240.18780000,355,,,,
PAHdb_292,PAHdb,C18H12+,228.09390000,292,,,,
PAHdb_283,PAHdb,C18H12+,228.09390000,283,,,,
PAHdb_281,PAHdb,C18H12+,228.09390000,281,,,,
PAHdb_4013,PAHdb,C18H12+,228.09390000,4013,,,,
PAHdb_4363,PAHdb,C18H12+2,228.09390000,4363,,,,
PAHdb_4361,PAHdb,C18H12+2,228.09390000,4361,,,,
PAHdb_4360,PAHdb,C18H12+2,228.09390000,4360,,,,
PAHdb_4357,PAHdb,C18H12+2,228.09390000,4357,,,,
PAHdb_6039,PAHdb,C18H12+2,228.09390000,6039,,,,
PAHdb_4399,PAHdb,C18H24+2,240.18780000,4399,,,,
PAHdb_64,PAHdb,C19H11-,239.08607500,64,,,,
PAHdb_2364,PAHdb,C19,228.00000000,2364,,,,
PAHdb_57,PAHdb,C19H11,239.08607500,57,,,,
PAHdb_63,PAHdb,C19H12,240.09390000,63,,,,
PAHdb_62,PAHdb,C19H12,240.09390000,62,,,,
PAHdb_61,PAHdb,C19H12,240.09390000,61,,,,
PAHdb_60,PAHdb,C19H12,240.09390000,60,,,,
PAHdb_59,PAHdb,C19H12,240.09390000,59,,,,
PAHdb_58,PAHdb,C19H12,240.09390000,58,,,,
PAHdb_348,PAHdb,C19H12,240.09390000,348,,,,
PAHdb_349,PAHdb,C19H14,242.10955000,349,,,,
PAHdb_350,PAHdb,C19H16,244.12520000,350,,,,
PAHdb_351,PAHdb,C19H18,246.14085000,351,,,,
PAHdb_56,PAHdb,C19H11+,239.08607500,56,,,,
PAHdb_374,PAHdb,C19H14+,242.10955000,374,,,,
PAHdb_4294,PAHdb,C19H11+2,239.08607500,4294,,,,
PAHdb_4392,PAHdb,C19H12+2,240.09390000,4392,,,,
PAHdb_4300,PAHdb,C19H12+2,240.09390000,4300,,,,
PAHdb_4299,PAHdb,C19H12+2,240.09390000,4299,,,,
PAHdb_4298,PAHdb,C19H12+2,240.09390000,4298,,,,
PAHdb_4297,PAHdb,C19H12+2,240.09390000,4297,,,,
PAHdb_4296,PAHdb,C19H12+2,240.09390000,4296,,,,
PAHdb_4295,PAHdb,C19H12+2,240.09390000,4295,,,,
PAHdb_4393,PAHdb,C19H14+2,242.10955000,4393,,,,
PAHdb_4394,PAHdb,C19H16+2,244.12520000,4394,,,,
PAHdb_4395,PAHdb,C19H18+2,246.14085000,4395,,,,
PAHdb_160,PAHdb,C20H10-,250.07825000,160,,,,
PAHdb_552,PAHdb,C20H12-,252.09390000,552,,,,
PAHdb_398,PAHdb,C20H12-,252.09390000,398,,,,
PAHdb_397,PAHdb,C20H12-,252.09390000,397,,,,
PAHdb_2367,PAHdb,C20,240.00000000,2367,,,,
PAHdb_2366,PAHdb,C20,240.00000000,2366,,,,
PAHdb_2365,PAHdb,C20,240.00000000,2365,,,,
PAHdb_159,PAHdb,C20H10,250.07825000,159,,,,
PAHdb_829,PAHdb,C20H12,252.09390000,829,,,,
PAHdb_395,PAHdb,C20H12,252.09390000,395,,,,
PAHdb_393,PAHdb,C20H12,252.09390000,393,,,,
PAHdb_391,PAHdb,C20H12,252.09390000,391,,,,
PAHdb_389,PAHdb,C20H12,252.09390000,389,,,,
PAHdb_345,PAHdb,C20H12,252.09390000,345,,,,
PAHdb_343,PAHdb,C20H12,252.09390000,343,,,,
PAHdb_358,PAHdb,C20H14,254.10955000,358,,,,
PAHdb_346,PAHdb,C20H14,254.10955000,346,,,,
PAHdb_344,PAHdb,C20H14,254.10955000,344,,,,
PAHdb_347,PAHdb,C20H16,256.12520000,347,,,,
PAHdb_161,PAHdb,C20H10+,250.07825000,161,,,,
PAHdb_396,PAHdb,C20H12+,252.09390000,396,,,,
PAHdb_394,PAHdb,C20H12+,252.09390000,394,,,,
PAHdb_392,PAHdb,C20H12+,252.09390000,392,,,,
PAHdb_390,PAHdb,C20H12+,252.09390000,390,,,,
PAHdb_369,PAHdb,C20H12+,252.09390000,369,,,,
PAHdb_367,PAHdb,C20H12+,252.09390000,367,,,,
PAHdb_373,PAHdb,C20H14+,254.10955000,373,,,,
PAHdb_370,PAHdb,C20H14+,254.10955000,370,,,,
PAHdb_368,PAHdb,C20H14+,254.10955000,368,,,,
PAHdb_4341,PAHdb,C20H10+2,250.07825000,4341,,,,
PAHdb_4517,PAHdb,C20H12+2,252.09390000,4517,,,,
PAHdb_4414,PAHdb,C20H12+2,252.09390000,4414,,,,
PAHdb_4413,PAHdb,C20H12+2,252.09390000,4413,,,,
PAHdb_4412,PAHdb,C20H12+2,252.09390000,4412,,,,
PAHdb_4411,PAHdb,C20H12+2,252.09390000,4411,,,,
PAHdb_4389,PAHdb,C20H12+2,252.09390000,4389,,,,
PAHdb_4387,PAHdb,C20H12+2,252.09390000,4387,,,,
PAHdb_4402,PAHdb,C20H14+2,254.10955000,4402,,,,
PAHdb_4390,PAHdb,C20H14+2,254.10955000,4390,,,,
PAHdb_4388,PAHdb,C20H14+2,254.10955000,4388,,,,
PAHdb_4391,PAHdb,C20H16+2,256.12520000,4391,,,,
PAHdb_2372,PAHdb,C21,252.00000000,2372,,,,
PAHdb_2371,PAHdb,C21,252.00000000,2371,,,,
PAHdb_2370,PAHdb,C21,252.00000000,2370,,,,
PAHdb_2369,PAHdb,C21,252.00000000,2369,,,,
PAHdb_2368,PAHdb,C21,252.00000000,2368,,,,
PAHdb_2354,PAHdb,C21H13,265.10172500,2354,,,,
PAHdb_2353,PAHdb,C21H13,265.10172500,2353,,,,
PAHdb_2352,PAHdb,C21H13,265.10172500,2352,,,,
PAHdb_2351,PAHdb,C21H13,265.10172500,2351,,,,
PAHdb_2350,PAHdb,C21H13,265.10172500,2350,,,,
PAHdb_2349,PAHdb,C21H13,265.10172500,2349,,,,
PAHdb_833,PAHdb,C21H13N,279.10479500,833,,,,
PAHdb_311,PAHdb,C21H13N,279.10479500,311,,,,
PAHdb_309,PAHdb,C21H13N,279.10479500,309,,,,
PAHdb_303,PAHdb,C21H13N,279.10479500,303,,,,
PAHdb_313,PAHdb,C21H13N+,279.10479500,313,,,,
PAHdb_310,PAHdb,C21H13N+,279.10479500,310,,,,
PAHdb_304,PAHdb,C21H13N+,279.10479500,304,,,,
PAHdb_6038,PAHdb,C21H13+2,265.10172500,6038,,,,
PAHdb_6037,PAHdb,C21H13+2,265.10172500,6037,,,,
PAHdb_6036,PAHdb,C21H13+2,265.10172500,6036,,,,
PAHdb_6035,PAHdb,C21H13+2,265.10172500,6035,,,,
PAHdb_6034,PAHdb,C21H13+2,265.10172500,6034,,,,
PAHdb_6033,PAHdb,C21H13+2,265.10172500,6033,,,,
PAHdb_3157,PAHdb,C22H12-,276.09390000,3157,,,,
PAHdb_7317,PAHdb,C22H12-,276.09390000,7317,,,,
PAHdb_2380,PAHdb,C22,264.00000000,2380,,,,
PAHdb_2379,PAHdb,C22,264.00000000,2379,,,,
PAHdb_2378,PAHdb,C22,264.00000000,2378,,,,
PAHdb_2377,PAHdb,C22,264.00000000,2377,,,,
PAHdb_2376,PAHdb,C22,264.00000000,2376,,,,
PAHdb_2375,PAHdb,C22,264.00000000,2375,,,,
PAHdb_2374,PAHdb,C22,264.00000000,2374,,,,
PAHdb_2373,PAHdb,C22,264.00000000,2373,,,,
PAHdb_2348,PAHdb,C22H12,276.09390000,2348,,,,
PAHdb_2347,PAHdb,C22H12,276.09390000,2347,,,,
PAHdb_284,PAHdb,C22H12,276.09390000,284,,,,
PAHdb_832,PAHdb,C22H14,278.10955000,832,,,,
PAHdb_307,PAHdb,C22H14,278.10955000,307,,,,
PAHdb_305,PAHdb,C22H14,278.10955000,305,,,,
PAHdb_301,PAHdb,C22H14,278.10955000,301,,,,
PAHdb_2345,PAHdb,C22H14,278.10955000,2345,,,,
PAHdb_2344,PAHdb,C22H14,278.10955000,2344,,,,
PAHdb_2343,PAHdb,C22H14,278.10955000,2343,,,,
PAHdb_2342,PAHdb,C22H14,278.10955000,2342,,,,
PAHdb_2341,PAHdb,C22H14,278.10955000,2341,,,,
PAHdb_2340,PAHdb,C22H14,278.10955000,2340,,,,
PAHdb_356,PAHdb,C22H16,280.12520000,356,,,,
PAHdb_3156,PAHdb,C22H12+,276.09390000,3156,,,,
PAHdb_7316,PAHdb,C22H12+,276.09390000,7316,,,,
PAHdb_308,PAHdb,C22H14+,278.10955000,308,,,,
PAHdb_306,PAHdb,C22H14+,278.10955000,306,,,,
PAHdb_302,PAHdb,C22H14+,278.10955000,302,,,,
PAHdb_371,PAHdb,C22H16+,280.12520000,371,,,,
PAHdb_6032,PAHdb,C22H12+2,276.09390000,6032,,,,
PAHdb_6031,PAHdb,C22H12+2,276.09390000,6031,,,,
PAHdb_4362,PAHdb,C22H12+2,276.09390000,4362,,,,
PAHdb_4365,PAHdb,C22H14+2,278.10955000,4365,,,,
PAHdb_4364,PAHdb,C22H14+2,278.10955000,4364,,,,
PAHdb_672,PAHdb,C22H14+2,278.10955000,672,,,,
PAHdb_6030,PAHdb,C22H14+2,278.10955000,6030,,,,
PAHdb_6029,PAHdb,C22H14+2,278.10955000,6029,,,,
PAHdb_6028,PAHdb,C22H14+2,278.10955000,6028,,,,
PAHdb_6027,PAHdb,C22H14+2,278.10955000,6027,,,,
PAHdb_6026,PAHdb,C22H14+2,278.10955000,6026,,,,
PAHdb_6025,PAHdb,C22H14+2,278.10955000,6025,,,,
PAHdb_6024,PAHdb,C22H14+2,278.10955000,6024,,,,
